,product_id,category_id,product_name,price,manufacture_date,expiry_date,quantity,discount
32,33,10,Beans - Wax,45.5551,2017-02-01 15:20:22.860,2017-03-03 15:20:22.860,53,23
33,34,6,Mustard Prepared,43.3463,2017-09-21 16:05:20.820,2017-10-21 16:05:20.820,51,10
34,35,6,"Water - Mineral, Natural",15.7233,2017-10-01 15:36:07.080,2017-10-31 15:36:07.080,31,21
35,36,9,Table Cloth 54x72 White,69.2574,2018-03-04 18:24:57.500,2018-04-03 18:24:57.500,37,18
36,37,7,"Nut - Pistachio, Shelled",80.3171,2017-02-27 14:01:39.130,2017-03-29 14:01:39.130,37,14
37,38,6,Sage - Ground,81.6579,2017-09-26 00:45:35.600,2017-10-26 00:45:35.600,96,23
38,39,11,Dried Figs,75.2059,2017-08-04 21:51:44.260,2017-09-03 21:51:44.260,36,10
39,40,8,Cocktail Napkin Blue,8.9372,2017-06-28 03:05:34.400,2017-07-28 03:05:34.400,66,27
40,41,7,"Cup - 6oz, Foam",81.721,2018-03-15 16:02:55.860,2018-04-14 16:02:55.860,88,25
41,42,1,Bread - Raisin Walnut Oval,81.0488,2018-04-01 08:39:17.290,2018-05-01 08:39:17.290,92,17
42,43,9,Sponge Cake Mix - Chocolate,16.3983,2017-08-12 13:40:16.800,2017-09-11 13:40:16.800,85,7
43,44,7,"Wine - White, Colubia Cresh",48.5981,2018-04-09 16:28:48.450,2018-05-09 16:28:48.450,20,6
44,45,4,Beef - Ground Medium,79.5324,2018-03-23 17:00:00.370,2018-04-22 17:00:00.370,85,15
45,46,9,Lambcasing,86.7915,2017-07-12 21:27:57.760,2017-08-11 21:27:57.760,78,27
46,47,9,"Thyme - Lemon, Fresh",47.1339,2018-02-16 02:50:46.780,2018-03-18 02:50:46.780,90,30
47,48,7,Pecan Raisin - Tarts,60.3625,2017-11-26 03:31:03.240,2017-12-26 03:31:03.240,98,30
48,49,8,Bacardi Breezer - Tropical,61.4317,2017-01-03 12:21:41.850,2017-02-02 12:21:41.850,51,12
49,50,7,Pork - Kidney,43.2864,2018-04-21 00:02:16.210,2018-05-21 00:02:16.210,81,23
50,51,11,Wine - Crozes Hermitage E.,81.0134,2017-05-16 18:38:05.230,2017-06-15 18:38:05.230,92,25
51,52,1,"Turnip - White, Organic",55.6059,2017-06-27 06:39:03.810,2017-07-27 06:39:03.810,49,22
52,53,8,Cassis,92.6279,2018-02-16 15:42:44.950,2018-03-18 15:42:44.950,47,22
53,54,9,"Liners - Banana, Paper",53.5592,2017-06-23 03:31:04.500,2017-07-23 03:31:04.500,47,6
54,55,3,Cinnamon Buns Sticky,6.6182,2018-03-05 08:20:42.050,2018-04-04 08:20:42.050,28,7
55,56,9,Chips Potato Salt Vinegar 43g,46.4033,2017-10-10 18:13:25.560,2017-11-09 18:13:25.560,46,9
56,57,3,Sausage - Breakfast,12.2145,2017-11-03 04:20:41.080,2017-12-03 04:20:41.080,54,18
57,58,7,Dc Hikiage Hira Huba,20.1009,2017-10-24 04:35:49.140,2017-11-23 04:35:49.140,37,24
58,59,10,Pastry - Butterscotch Baked,73.5389,2017-04-08 09:15:47.620,2017-05-08 09:15:47.620,56,11
59,60,2,"Pepper - Paprika, Hungarian",31.6949,2017-09-29 18:42:08.470,2017-10-29 18:42:08.470,20,7
60,61,8,Sardines,62.546,2017-12-03 21:41:12.420,2018-01-02 21:41:12.420,41,17
61,62,1,Pears - Bosc,19.5217,2017-09-09 10:50:41.830,2017-10-09 10:50:41.830,98,23
62,63,9,Cake - Mini Cheesecake,56.2689,2017-08-18 11:59:57.890,2017-09-17 11:59:57.890,28,9
63,64,6,Vinegar - Sherry,16.5229,2017-08-05 16:43:17.930,2017-09-04 16:43:17.930,31,11
64,65,3,Brandy - Bar,21.1106,2017-04-14 10:38:39.870,2017-05-14 10:38:39.870,40,21
65,66,7,Pie Filling - Cherry,9.8823,2018-05-06 02:33:15.540,2018-06-05 02:33:15.540,96,21
66,67,5,Wine - Sogrape Mateus Rose,3.7805,2017-09-30 18:29:36.160,2017-10-30 18:29:36.160,76,22
67,68,6,"Beets - Candy Cane, Organic",84.8769,2017-09-04 03:43:50.120,2017-10-04 03:43:50.120,81,11
68,69,1,Raspberries - Fresh,87.6092,2017-10-04 20:04:40.780,2017-11-03 20:04:40.780,26,9
69,70,4,Squid - Tubes / Tenticles 10/20,63.1846,2017-05-08 15:22:11.810,2017-06-07 15:22:11.810,77,25
70,71,6,Cheese - Wine,74.4076,2018-04-04 19:24:07.990,2018-05-04 19:24:07.990,44,28
71,72,4,Bar - Granola Trail Mix Fruit Nut,62.2603,2017-10-13 13:17:29.330,2017-11-12 13:17:29.330,83,23
72,73,11,Appetizer - Sausage Rolls,48.1907,2017-05-17 18:53:20.470,2017-06-16 18:53:20.470,45,29
73,74,7,Carbonated Water - Cherry,13.6241,2018-04-26 19:34:18.940,2018-05-26 19:34:18.940,93,29
74,75,8,Chef Hat 20cm,4.18,2017-09-14 19:11:01.690,2017-10-14 19:11:01.690,20,13
75,76,6,Wine - Fume Blanc Fetzer,65.6765,2017-02-08 00:20:28.860,2017-03-10 00:20:28.860,70,22
76,77,9,Potatoes - Idaho 100 Count,11.4971,2018-02-04 00:28:06.840,2018-03-06 00:28:06.840,95,18
77,78,4,Wine - Magnotta - Belpaese,30.4202,2017-09-18 14:49:41.440,2017-10-18 14:49:41.440,83,7
78,79,11,"Pasta - Penne, Rigate, Dry",9.5045,2017-07-09 10:36:02.050,2017-08-08 10:36:02.050,60,29
79,80,2,Wasabi Powder,93.9752,2018-02-04 18:02:43.490,2018-03-06 18:02:43.490,45,26
80,81,2,Cookies - Assorted,86.6483,2017-02-08 16:40:40.180,2017-03-10 16:40:40.180,58,14
81,82,5,Jolt Cola - Electric Blue,56.8099,2018-04-12 13:56:24.050,2018-05-12 13:56:24.050,75,16
82,83,1,Lamb - Ground,50.8837,2017-10-22 16:02:06.370,2017-11-21 16:02:06.370,83,5
83,84,1,Peas - Frozen,90.3019,2017-08-25 17:19:07.790,2017-09-24 17:19:07.790,72,18
84,85,7,Cheese - Parmesan Cubes,86.8857,2017-11-06 00:50:41.510,2017-12-06 00:50:41.510,96,7
85,86,2,Longos - Grilled Chicken With,18.3791,2018-02-28 16:54:02.310,2018-03-30 16:54:02.310,24,6
86,87,7,Wine - Pinot Noir Latour,3.7847,2017-04-02 02:46:20.850,2017-05-02 02:46:20.850,76,9
87,88,2,Remy Red,91.996,2017-12-19 11:49:18.370,2018-01-18 11:49:18.370,86,29
88,89,3,"Beef - Ground, Extra Lean, Fresh",36.7281,2017-11-26 07:44:38.770,2017-12-26 07:44:38.770,26,25
89,90,9,Flavouring - Orange,69.32,2018-04-30 21:22:41.530,2018-05-30 21:22:41.530,27,11
90,91,6,General Purpose Trigger,57.0429,2017-05-02 14:04:16.410,2017-06-01 14:04:16.410,98,12
91,92,1,"Wine - Red, Colio Cabernet",60.2161,2017-09-13 09:25:50.000,2017-10-13 09:25:50.000,98,6
92,93,8,Bandage - Fexible 1x3,8.119,2017-06-20 15:29:47.970,2017-07-20 15:29:47.970,53,29
93,94,9,V8 - Berry Blend,43.5109,2018-03-15 03:09:35.790,2018-04-14 03:09:35.790,58,16
94,95,1,Beans - Kidney White,46.3913,2017-12-02 05:24:21.990,2018-01-01 05:24:21.990,80,18
95,96,7,Cheese - Bocconcini,62.1993,2017-07-07 05:12:14.030,2017-08-06 05:12:14.030,96,27
96,97,4,Veal - Inside,24.7798,2017-08-14 20:39:19.390,2017-09-13 20:39:19.390,42,10
97,98,3,Shrimp - 31/40,99.8755,2017-01-07 20:56:58.860,2017-02-06 20:56:58.860,24,26
98,99,5,Mustard - Seed,27.4874,2017-12-27 05:50:08.570,2018-01-26 05:50:08.570,55,16
99,100,9,"Pork - Loin, Bone - In",69.6501,2018-03-27 14:26:44.840,2018-04-26 14:26:44.840,50,11
100,101,4,"Soup - Campbells, Lentil",83.011,2018-02-19 02:58:21.610,2018-03-21 02:58:21.610,70,7
101,102,4,"Rosemary - Primerba, Paste",62.257,2017-06-14 23:06:56.660,2017-07-14 23:06:56.660,85,22
102,103,7,Cream Of Tartar,72.7534,2017-02-22 07:26:22.460,2017-03-24 07:26:22.460,88,15
103,104,5,Tia Maria,98.2471,2018-01-04 20:59:30.040,2018-02-03 20:59:30.040,21,24
104,105,1,Ecolab - Mikroklene 4/4 L,68.8789,2017-01-17 04:38:08.220,2017-02-16 04:38:08.220,77,12
105,106,7,Pickerel - Fillets,18.753,2017-12-11 05:20:35.910,2018-01-10 05:20:35.910,92,11
106,107,1,Bread - French Baquette,7.4151,2017-02-10 11:45:43.340,2017-03-12 11:45:43.340,59,20
107,108,1,Pasta - Orecchiette,79.0038,2018-03-01 20:08:26.010,2018-03-31 20:08:26.010,71,30
108,109,1,Muffin - Zero Transfat,49.3791,2018-02-15 08:20:02.820,2018-03-17 08:20:02.820,73,29
109,110,9,Black Currants,40.9417,2018-01-26 08:00:13.180,2018-02-25 08:00:13.180,44,20
110,111,11,Scallops 60/80 Iqf,34.9061,2018-01-13 17:45:18.720,2018-02-12 17:45:18.720,99,18
111,112,10,Browning Caramel Glace,81.7943,2017-02-15 13:30:59.640,2017-03-17 13:30:59.640,78,21
112,113,7,Ocean Spray - Kiwi Strawberry,10.5964,2017-04-17 17:59:47.080,2017-05-17 17:59:47.080,99,26
113,114,8,Veal - Osso Bucco,79.5638,2017-07-11 15:13:04.140,2017-08-10 15:13:04.140,68,30
114,115,11,Ocean Spray - Ruby Red,45.0466,2017-08-22 02:01:28.280,2017-09-21 02:01:28.280,31,8
115,116,3,Steam Pan - Half Size Deep,5.736,2017-12-31 07:44:48.370,2018-01-30 07:44:48.370,58,20
116,117,11,Ketchup - Tomato,68.638,2018-03-27 18:48:35.460,2018-04-26 18:48:35.460,86,21
117,118,9,Garbag Bags - Black,65.967,2018-05-02 18:40:50.110,2018-06-01 18:40:50.110,37,26
118,119,11,Soup Campbells - Italian Wedding,29.6372,2018-02-06 15:52:36.430,2018-03-08 15:52:36.430,99,5
119,120,2,Water - Spring Water 500ml,2.7314,2017-06-23 17:44:37.560,2017-07-23 17:44:37.560,28,24
120,121,11,Muffin Batt - Blueberry Passion,6.0976,2018-02-03 23:46:54.680,2018-03-05 23:46:54.680,70,15
121,122,4,Table Cloth 62x114 White,11.7845,2018-02-19 06:40:17.800,2018-03-21 06:40:17.800,55,27
122,123,4,Oil - Shortening - All - Purpose,48.1487,2018-02-15 19:59:11.350,2018-03-17 19:59:11.350,73,10
123,124,4,Macaroons - Two Bite Choc,18.2891,2017-10-13 22:41:59.260,2017-11-12 22:41:59.260,70,12
124,125,9,"Nut - Chestnuts, Whole",6.1417,2017-01-07 01:17:55.400,2017-02-06 01:17:55.400,43,15
125,126,6,Crackers - Trio,14.1914,2017-07-23 09:58:17.980,2017-08-22 09:58:17.980,87,29
126,127,8,Island Oasis - Mango Daiquiri,54.1413,2017-04-25 21:47:41.350,2017-05-25 21:47:41.350,87,5
127,128,2,Coffee - Irish Cream,4.6797,2017-07-12 15:43:44.680,2017-08-11 15:43:44.680,56,19
128,129,7,Chicken - Soup Base,67.2329,2017-05-26 14:09:56.940,2017-06-25 14:09:56.940,63,6
129,130,2,Beef Wellington,41.9808,2017-03-11 13:58:47.650,2017-04-10 13:58:47.650,24,15
130,131,3,Anchovy Paste - 56 G Tube,40.8967,2017-11-03 03:41:09.480,2017-12-03 03:41:09.480,32,9
131,132,6,Beer - Blue,11.6217,2018-01-28 03:31:07.970,2018-02-27 03:31:07.970,99,8
132,133,11,Beef - Top Sirloin - Aaa,2.9327,2018-01-30 08:59:32.870,2018-03-01 08:59:32.870,33,28
133,134,2,Wine - Toasted Head,39.8545,2017-08-21 20:09:17.220,2017-09-20 20:09:17.220,25,16
134,135,10,Wiberg Super Cure,10.9641,2018-04-25 15:04:21.890,2018-05-25 15:04:21.890,69,21
135,136,10,Vol Au Vents,24.3913,2018-01-03 17:33:43.530,2018-02-02 17:33:43.530,76,28
136,137,10,"Wine - White, Schroder And Schyl",84.0566,2018-02-19 06:30:01.590,2018-03-21 06:30:01.590,46,11
137,138,7,"Rum - Coconut, Malibu",52.6367,2018-02-24 19:02:36.330,2018-03-26 19:02:36.330,77,19
138,139,1,Chicken - Wieners,21.423,2017-08-09 12:40:59.570,2017-09-08 12:40:59.570,75,23
139,140,11,"Oregano - Dry, Rubbed",68.1326,2018-04-04 19:30:05.600,2018-05-04 19:30:05.600,86,22
140,141,1,Tea - Herbal Sweet Dreams,10.964,2018-01-19 05:08:18.970,2018-02-18 05:08:18.970,49,14
141,142,6,"Pork - Bacon, Double Smoked",24.7809,2017-06-10 06:37:54.840,2017-07-10 06:37:54.840,83,18
142,143,1,Watercress,42.6169,2018-03-13 03:29:15.560,2018-04-12 03:29:15.560,90,14
143,144,5,"Placemat - Scallop, White",95.7865,2018-03-09 23:44:25.600,2018-04-08 23:44:25.600,51,30
144,145,9,Wine - Chardonnay South,34.4139,2017-04-18 03:37:22.800,2017-05-18 03:37:22.800,29,23
145,146,7,Bananas,75.2486,2017-03-18 00:33:16.760,2017-04-17 00:33:16.760,35,17
146,147,5,Cheese - Mozzarella,49.6197,2017-05-29 15:26:02.910,2017-06-28 15:26:02.910,81,27
147,148,11,Beer - Sleemans Cream Ale,28.5553,2018-04-19 00:16:43.830,2018-05-19 00:16:43.830,38,26
148,149,10,Zucchini - Yellow,98.4644,2017-07-25 01:08:07.500,2017-08-24 01:08:07.500,45,14
149,150,9,Langers - Ruby Red Grapfruit,40.6552,2018-04-10 21:39:33.620,2018-05-10 21:39:33.620,51,23
150,151,7,"Mushrooms - Black, Dried",93.5613,2017-08-19 10:23:38.570,2017-09-18 10:23:38.570,55,17
151,152,7,"Lentils - Red, Dry",58.8128,2017-08-22 01:58:29.290,2017-09-21 01:58:29.290,56,17
152,153,4,Arizona - Green Tea,70.2382,2017-04-10 05:04:22.440,2017-05-10 05:04:22.440,80,28
153,154,4,Ice Cream Bar - Drumstick,24.756,2017-07-06 12:05:31.010,2017-08-05 12:05:31.010,61,21
154,155,9,"Peas - Pigeon, Dry",63.5524,2017-02-21 14:39:50.150,2017-03-23 14:39:50.150,71,30
155,156,1,Sprouts - Alfalfa,71.2264,2018-05-09 20:18:03.820,2018-06-08 20:18:03.820,53,6
156,157,11,"Juice - Cranberry, 341 Ml",14.1082,2017-09-06 03:07:45.320,2017-10-06 03:07:45.320,54,5
157,158,4,Apricots Fresh,54.4643,2017-09-18 08:44:23.210,2017-10-18 08:44:23.210,69,7
158,159,7,Eggplant - Asian,92.1053,2017-12-29 19:41:34.640,2018-01-28 19:41:34.640,66,21
159,160,7,Beef Ground Medium,54.6874,2017-11-03 18:39:50.240,2017-12-03 18:39:50.240,97,15
160,161,10,Longos - Chicken Wings,64.6118,2017-08-18 07:32:54.550,2017-09-17 07:32:54.550,26,21
161,162,11,Sauce - Demi Glace,2.7353,2017-12-08 20:01:58.660,2018-01-07 20:01:58.660,47,12
162,163,6,Tomatoes Tear Drop,11.7708,2017-10-07 05:58:29.070,2017-11-06 05:58:29.070,54,9
163,164,11,Loquat,7.3982,2017-12-07 18:21:15.160,2018-01-06 18:21:15.160,94,16
164,165,6,Bread Crumbs - Japanese Style,0.0449,2017-03-26 04:19:03.700,2017-04-25 04:19:03.700,27,13
165,166,5,Tray - 16in Rnd Blk,23.2843,2018-04-25 14:14:10.760,2018-05-25 14:14:10.760,47,21
166,167,11,Knife Plastic - White,78.8615,2017-05-26 04:31:26.770,2017-06-25 04:31:26.770,25,7
167,168,6,Milk - 2%,70.7419,2018-01-03 21:50:29.860,2018-02-02 21:50:29.860,27,12
168,169,10,Water - Aquafina Vitamin,68.5996,2017-07-26 00:08:42.260,2017-08-25 00:08:42.260,28,26
169,170,1,Initation Crab Meat,20.6553,2017-12-26 08:27:44.760,2018-01-25 08:27:44.760,81,10
170,171,5,Gloves - Goldtouch Disposable,21.6794,2018-03-21 01:14:46.790,2018-04-20 01:14:46.790,84,18
171,172,5,Sherry - Dry,16.0013,2017-01-31 23:45:59.130,2017-03-02 23:45:59.130,61,18
172,173,8,Rosemary - Dry,44.544,2017-09-24 05:59:50.530,2017-10-24 05:59:50.530,28,10
173,174,11,Guinea Fowl,61.5047,2018-03-13 20:22:30.840,2018-04-12 20:22:30.840,58,9
174,175,1,Oil - Safflower,91.7675,2017-10-12 12:36:18.600,2017-11-11 12:36:18.600,67,8
175,176,6,Smirnoff Green Apple Twist,81.3167,2017-08-27 17:08:59.840,2017-09-26 17:08:59.840,30,29
176,177,3,"Coconut - Shredded, Sweet",69.1677,2018-04-18 03:11:02.240,2018-05-18 03:11:02.240,72,11
177,178,10,Pernod,52.3623,2018-04-17 20:14:45.760,2018-05-17 20:14:45.760,48,6
178,179,6,Yoghurt Tubes,83.8752,2017-06-28 19:04:36.450,2017-07-28 19:04:36.450,58,19
179,180,3,Chocolate - Dark,30.8932,2018-03-01 00:44:38.640,2018-03-31 00:44:38.640,68,20
180,181,1,Phyllo Dough,64.5718,2017-02-24 18:32:15.070,2017-03-26 18:32:15.070,79,29
181,182,9,Campari,25.586,2017-05-16 21:30:57.530,2017-06-15 21:30:57.530,52,19
182,183,4,Spice - Peppercorn Melange,6.2154,2018-04-27 14:35:37.180,2018-05-27 14:35:37.180,32,15
183,184,9,Hersey Shakes,26.5776,2017-06-24 16:30:23.320,2017-07-24 16:30:23.320,21,11
184,185,6,Foam Dinner Plate,48.4195,2017-11-30 03:35:09.080,2017-12-30 03:35:09.080,22,26
185,186,8,Muffin Mix - Blueberry,82.0839,2017-03-15 01:42:40.190,2017-04-14 01:42:40.190,87,18
186,187,3,"Pepper - Black, Whole",41.3835,2017-10-20 22:26:45.530,2017-11-19 22:26:45.530,74,21
187,188,8,Cup - Translucent 7 Oz Clear,78.1768,2017-07-27 20:54:01.860,2017-08-26 20:54:01.860,75,15
188,189,5,"Bread - Roll, Soft White Round",76.3021,2017-07-01 05:29:27.070,2017-07-31 05:29:27.070,65,19
189,190,9,Cake - Cake Sheet Macaroon,39.7378,2018-04-25 18:46:18.070,2018-05-25 18:46:18.070,89,18
190,191,10,"Hickory Smoke, Liquid",10.283,2017-04-30 14:25:58.210,2017-05-30 14:25:58.210,38,8
191,192,7,"Wine - Magnotta, Merlot Sr Vqa",29.5923,2017-06-03 21:45:38.370,2017-07-03 21:45:38.370,74,13
192,193,11,"Veal - Inside, Choice",60.5314,2017-02-26 23:21:01.690,2017-03-28 23:21:01.690,46,14
193,194,6,Lettuce - Frisee,66.7357,2018-02-12 18:01:09.340,2018-03-14 18:01:09.340,45,24
194,195,2,Beets - Mini Golden,3.5208,2017-08-18 11:57:11.040,2017-09-17 11:57:11.040,91,11
195,196,1,Longos - Grilled Salmon With Bbq,8.2286,2017-02-11 09:06:20.300,2017-03-13 09:06:20.300,48,15
196,197,1,Mussels - Cultivated,13.0101,2018-01-11 00:39:25.780,2018-02-10 00:39:25.780,74,23
197,198,1,Lime Cordial - Roses,35.2187,2017-04-06 09:08:00.390,2017-05-06 09:08:00.390,37,18
198,199,10,Pork - Hock And Feet Attached,95.7415,2017-12-15 19:25:21.890,2018-01-14 19:25:21.890,51,30
199,200,5,Garlic - Peeled,11.1295,2017-05-02 13:23:12.040,2017-06-01 13:23:12.040,26,25
200,201,8,Grenadine,96.3871,2018-03-01 20:01:50.000,2018-03-31 20:01:50.000,64,19
201,202,11,Bay Leaf,78.8778,2017-10-02 17:35:33.050,2017-11-01 17:35:33.050,67,5
202,203,1,"Chicken - Leg, Boneless",59.9557,2017-09-25 00:08:01.570,2017-10-25 00:08:01.570,41,11
203,204,9,Scallop - St. Jaques,77.809,2017-12-06 16:40:22.750,2018-01-05 16:40:22.750,27,16
204,205,5,"Turkey - Whole, Fresh",18.9757,2017-01-21 20:24:46.830,2017-02-20 20:24:46.830,66,16
205,206,3,Cocoa Butter,77.56,2017-07-19 10:37:39.440,2017-08-18 10:37:39.440,70,24
206,207,10,Coffee - Hazelnut Cream,14.2688,2018-04-06 19:58:38.760,2018-05-06 19:58:38.760,87,15
207,208,5,"Mushroom - Trumpet, Dry",8.7335,2017-06-06 08:41:51.600,2017-07-06 08:41:51.600,78,25
208,209,3,Sugar - Fine,32.9885,2018-01-31 23:29:12.410,2018-03-02 23:29:12.410,39,11
209,210,3,"Cheese - Brie,danish",82.2358,2017-11-03 21:30:50.320,2017-12-03 21:30:50.320,70,6
210,211,9,Wine - Prosecco Valdobiaddene,2.0587,2017-01-22 17:07:01.570,2017-02-21 17:07:01.570,30,13
211,212,2,Curry Paste - Madras,61.746,2017-09-28 06:52:59.570,2017-10-28 06:52:59.570,35,27
212,213,10,Pate - Cognac,70.5891,2017-03-23 13:39:46.750,2017-04-22 13:39:46.750,78,25
213,214,5,French Pastry - Mini Chocolate,61.2121,2018-03-09 18:56:56.000,2018-04-08 18:56:56.000,94,17
214,215,7,"Veal - Brisket, Provimi,bnls",90.1157,2017-09-10 00:07:35.160,2017-10-10 00:07:35.160,46,15
215,216,1,Scallops - 10/20,39.0257,2017-04-04 10:01:57.020,2017-05-04 10:01:57.020,43,14
216,217,8,Bread - Multigrain,96.52,2017-12-21 05:26:21.480,2018-01-20 05:26:21.480,57,8
217,218,8,Barramundi,85.1933,2017-04-15 13:28:05.740,2017-05-15 13:28:05.740,50,16
218,219,5,Assorted Desserts,58.9787,2017-01-08 14:46:06.070,2017-02-07 14:46:06.070,29,27
219,220,10,Meldea Green Tea Liquor,17.961,2017-01-12 02:36:23.500,2017-02-11 02:36:23.500,94,18
220,221,3,Bread Crumbs - Panko,81.9008,2017-07-06 15:47:25.220,2017-08-05 15:47:25.220,48,23
221,222,3,"Sole - Dover, Whole, Fresh",0.6846,2018-03-08 07:37:24.910,2018-04-07 07:37:24.910,37,23
222,223,1,Pail With Metal Handle 16l White,94.4399,2017-07-06 16:21:02.790,2017-08-05 16:21:02.790,49,12
223,224,1,Flour - Pastry,28.8618,2017-08-09 05:22:24.190,2017-09-08 05:22:24.190,98,22
224,225,3,Wine - Charddonnay Errazuriz,10.3722,2017-08-28 18:01:46.550,2017-09-27 18:01:46.550,37,6
225,226,10,"Chestnuts - Whole,canned",92.0872,2017-10-18 03:29:08.410,2017-11-17 03:29:08.410,86,25
226,227,5,Cheese - Taleggio D.o.p.,55.4699,2018-04-14 00:24:57.440,2018-05-14 00:24:57.440,38,15
227,228,3,Sauce - Hollandaise,77.8083,2017-12-19 11:58:41.190,2018-01-18 11:58:41.190,49,17
228,229,9,Bread - Hot Dog Buns,57.9838,2017-07-27 08:25:19.790,2017-08-26 08:25:19.790,46,11
229,230,11,"Wine - Cahors Ac 2000, Clos",83.5389,2017-09-01 03:29:58.290,2017-10-01 03:29:58.290,79,8
230,231,5,Crush - Cream Soda,68.3066,2017-12-24 16:29:34.060,2018-01-23 16:29:34.060,63,30
231,232,3,Quiche Assorted,33.949,2018-01-12 18:03:01.840,2018-02-11 18:03:01.840,81,14
232,233,11,Duck - Breast,56.6209,2017-05-04 00:49:23.860,2017-06-03 00:49:23.860,94,27
233,234,1,Tofu - Firm,72.7457,2017-02-27 05:41:24.410,2017-03-29 05:41:24.410,44,30
234,235,6,Bread - English Muffin,34.5061,2018-05-09 04:42:48.650,2018-06-08 04:42:48.650,71,12
235,236,1,Tomato - Tricolor Cherry,85.694,2017-10-02 00:56:42.020,2017-11-01 00:56:42.020,55,11
236,237,8,Mayonnaise - Individual Pkg,65.6303,2017-12-29 21:22:55.960,2018-01-28 21:22:55.960,71,21
237,238,6,Garlic,28.4065,2017-05-22 21:55:14.430,2017-06-21 21:55:14.430,41,22
238,239,5,"Soup - Campbells, Cream Of",7.6019,2017-06-03 20:05:36.490,2017-07-03 20:05:36.490,35,25
239,240,4,Wine - Chablis 2003 Champs,70.8596,2017-05-14 16:57:29.640,2017-06-13 16:57:29.640,71,9
240,241,9,Cheese - Cheddarsliced,67.8151,2017-04-17 05:44:01.430,2017-05-17 05:44:01.430,54,30
